gene	PiaoT1	PiaoT2	PiaoT3	PiaoT4	PiaoT5	PiaoT6	PiaoT7	PiaoT8	PiaoT9	CtrlT7	CtrlT8	CtrlT1	CtrlT2	CtrlT9	CtrlT10	CtrlT3	CtrlT4	CtrlT11	CtrlT12	CtrlT5	CtrlT6
ENSGALG00000005749	305.346	317.474	329.33	280.555	261.961	266.761	267.51	247.457	265.208	357.487	324.735	347.114	292.771	289.786	292.61	305.057	269.165	321.568	276.15	267.813	276.648
ENSGALG00000028175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026704	11.9923	9.03164	6.61225	6.47841	9.22242	10.3428	5.57536	7.78714	3.93171	6.94925	12.2197	11.5147	10.4594	5.97601	6.15119	11.515	10.1894	8.05454	10.7945	11.72	6.7773
ENSGALG00000027579	29.9696	28.9586	24.7786	45.1185	40.4719	38.5334	45.3839	39.9329	48.453	23.7489	29.8047	22.7688	28.7105	33.0438	44.7496	39.2341	37.994	37.3937	29.6744	37.1325	31.476
ENSGALG00000025644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000028382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008372	31.7456	34.5622	32.5886	26.6897	29.6957	29.7647	29.3016	27.0776	28.3521	33.4596	34.0316	31.245	31.4821	29.1659	28.4611	27.7419	27.6439	30.5968	31.5052	28.9122	29.5048
ENSGALG00000003596	12.7587	12.0658	9.57482	11.33	10.8282	10.375	11.6102	12.6523	12.8833	12.668	12.9173	13.6184	14.1481	12.4423	12.3903	13.2184	13.5607	12.043	12.4864	15.1724	13.7507
ENSGALG00000011403	60.5246	66.2496	65.4215	51.783	49.1023	50.1185	57.4304	50.8	58.2855	64.3207	63.1068	64.8819	59.1714	52.3094	55.1226	55.0831	57.0753	61.9118	58.7161	53.8575	58.9187
ENSGALG00000005473	1.36137	1.32192	1.28537	1.79138	1.20333	1.42448	2.37845	1.33848	0.921125	2.25248	1.58111	0.772779	1.17668	1.56232	1.61375	1.0004	0.890767	1.94508	1.2205	0.916806	1.11452
ENSGALG00000002709	9.70377	10.0032	9.77763	11.3399	9.12562	9.31231	9.19475	9.27925	7.62346	9.82833	11.3858	11.1817	8.86738	10.7598	11.2374	10.6781	10.0563	13.0337	13.3171	11.7859	12.0039
ENSGALG00000016820	3.13984	2.76123	2.91075	4.97832	3.55773	3.89064	4.31615	3.81907	3.74937	2.51546	3.15039	4.91578	2.44328	3.53157	5.03189	4.78172	3.54312	5.39607	3.87368	4.4404	5.19614
ENSGALG00000010173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027162	0.0275032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015952	5.18653	2.79448	3.92079	8.17684	3.9943	7.19293	2.95858	3.98518	3.55488	2.66752	3.10841	1.32824	3.02006	4.42847	5.38106	3.1836	2.32348	6.5452	3.21813	2.29143	3.88919
ENSGALG00000008822	0.102352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001312	7.6402	7.50063	8.88671	10.3183	6.81665	10.5808	6.33508	6.97027	6.75239	8.10402	9.32626	9.26113	8.23378	9.26402	8.80274	10.2528	9.21975	8.73957	6.91269	7.25876	10.1778
ENSGALG00000012123	0.979494	0.90572	1.12746	0.961987	1.04672	1.72158	0.302578	0.319961	0.336972	1.23848	1.37785	0.965807	1.44075	1.10063	0.788977	1.04678	0.712229	0.774045	0.355208	0.551857	0.507099
ENSGALG00000006384	0.275838	0.240958	0.116123	0.168715	0.0583789	0.0850212	0	0.0286375	0.0599822	0	0.0273957	0.0642063	0.0274436	0.0647133	0.135502	0	0	0	0.0946683	0.0802389	0.125633
ENSGALG00000016668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005027	21.9206	21.8032	21.5405	21.679	23.3317	22.7264	23.3963	21.6965	22.1135	22.4021	25.0849	22.9614	24.0383	23.1135	42.1546	23.1607	26.575	17.3375	21.836	26.5205	23.9432
ENSGALG00000010052	9.39422	10.767	10.7825	11.1087	8.85017	8.89038	8.37792	6.14849	8.00747	12.3453	13.0827	10.4812	11.2667	10.3901	9.31533	12.0341	9.68315	10.8484	10.7087	9.20825	10.9811
ENSGALG00000025785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001730	6.88019	7.82507	7.92166	8.56825	7.81118	7.72525	7.37484	7.82392	7.58073	7.37991	7.17554	7.48251	7.53707	7.30319	6.97377	7.24194	6.83496	8.5638	8.65653	7.0895	8.15997
ENSGALG00000023937	1.86744	2.63203	3.56323	2.83929	3.12493	1.76652	1.98564	1.47146	2.45789	2.42095	2.61025	2.2732	4.14709	2.47807	2.72057	0.706078	2.05315	4.11059	3.98454	2.20616	2.82432
ENSGALG00000011926	2.48415	3.10205	1.86438	0.76347	1.06204	0.55905	1.86957	1.05018	1.02151	1.85612	1.38377	2.06887	2.64788	0.655929	0.455037	0.382413	0.531234	0.187927	0.265655	0.310316	0.397999
ENSGALG00000018257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026644	111.278	120.758	117.206	123.016	141.125	124.818	132.905	122.487	110.921	109.539	112.356	118.451	127.435	128.872	114.593	104.184	126.57	92.8427	107.747	106.073	101.318
ENSGALG00000026762	17.3728	18.3674	12.3506	15.9199	14.7231	16.8435	17.3544	16.6897	12.5176	12.7515	14.0165	16.0439	13.6996	17.3384	17.5558	15.3476	18.9372	12.5354	13.7678	16.8382	12.2611
ENSGALG00000008587	42.8749	50.4948	42.1241	40.6618	37.889	35.562	47.4719	47.2744	40.2911	40.4528	42.0316	60.2987	38.3501	42.5196	40.3145	46.046	39.1317	39.8886	40.8767	46.3838	39.3557
ENSGALG00000011913	17.2941	9.90416	21.4636	26.0388	14.1206	27.2217	6.51464	8.24539	9.6935	13.4994	17.9186	12.8231	12.9797	19.1084	15.2406	17.058	12.51	16.1675	6.06807	6.36136	13.6672
ENSGALG00000005410	30.9925	57.524	26.1795	30.9346	39.0793	20.4128	79.2089	74.5986	92.0586	31.6173	22.5987	36.0005	35.0861	22.427	34.5478	26.9757	31.7571	35.1449	42.3317	48.8789	44.0507
ENSGALG00000026113	22.0412	27.0462	24.2651	23.367	21.8266	20.2237	30.0449	25.427	23.3142	23.1637	24.7702	21.4103	20.0948	21.0704	22.3857	19.3259	20.7621	23.4546	21.0826	21.3485	20.5336
ENSGALG00000023406	0	0	0.280697	0	0	0	0	0	0	0	0	0	0.193323	0	0	0	0	0	0	0	0
ENSGALG00000010346	78.7871	82.6766	72.4273	71.6207	82.8779	76.2412	84.1697	95.5507	81.8882	79.497	82.5915	83.8167	75.0729	85.0976	93.2586	86.0368	85.7855	80.654	78.5591	79.3908	73.8486
ENSGALG00000015466	6.07638	6.11638	7.12465	4.43952	8.5135	3.37035	16.249	17.0657	22.0546	5.32171	2.57299	5.07528	5.76462	2.55566	7.2778	3.55349	4.48512	5.3039	7.30326	9.67379	7.70515
ENSGALG00000014916	90.7256	47.1876	52.607	52.1527	86.2976	92.5124	44.1248	90.2673	43.2399	50.4214	97.4384	92.4701	94.558	52.5329	51.4577	95.9597	88.0853	48.6784	89.5007	88.0861	49.1581
ENSGALG00000002655	21.0959	19.3557	20.7454	16.9171	18.182	19.4779	15.8841	16.1196	15.5254	21.0278	21.775	22.2021	22.4921	19.936	19.9862	20.7661	21.7579	20.8152	18.9389	19.0751	22.5122
ENSGALG00000028294	2.89665	3.22259	2.19998	2.91387	3.55406	3.30339	4.01045	3.96949	3.22567	2.3002	2.38644	3.75471	2.27097	2.05596	3.71221	2.21446	3.49668	2.03654	2.13245	3.49325	3.15909
ENSGALG00000024271	80.501	75.3193	70.9052	63.3524	62.7588	59.9484	60.9668	67.8394	59.8769	84.6521	71.7829	85.4289	70.7253	70.8105	72.726	80.0284	66.6388	79.2763	70.3957	67.9056	74.6113
ENSGALG00000017027	1.92641	0.96402	1.78911	1.86444	1.24289	1.51393	1.78468	2.0308	2.53933	2.34629	2.12663	2.33388	1.73425	1.78278	2.7326	2.08472	1.81997	1.50067	2.09888	2.28343	2.34304
ENSGALG00000025741	0.280052	0.323468	0.255326	0	0	0	0	0.199615	0.703367	0	0	0	0.145288	0	0	0.1515	0.0478441	0	0	0	0
ENSGALG00000010380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002948	69.6489	36.7929	41.9293	37.9959	59.4975	60.6767	40.1184	59.687	40.7051	37.6776	74.5111	66.3418	68.0179	40.5916	36.6358	66.3913	57.1394	38.456	67.4173	65.161	37.5184
ENSGALG00000012396	0.546341	0.186106	0	0.33314	0.244316	0.0516288	0.320738	0.619749	0	0.29738	0	0.922291	0.11383	0.272713	0.994476	0.456902	0.123521	0.336592	0.256202	0.876866	0.37314
ENSGALG00000010206	0.692169	0.413724	0.24897	0.317162	0.579753	0.288685	0.357509	0.690043	0.316398	0.0303492	0.101995	0.0354244	0.430138	0.202968	0.155783	0.353883	0.42511	0.46871	0.278371	0.161968	0.356832
ENSGALG00000000643	3.48526	4.4941	3.30935	3.65422	4.0752	2.66379	3.59764	4.0371	3.19296	3.94069	4.29019	4.84967	4.58735	2.76111	3.23155	5.38929	4.34526	4.51333	3.47671	3.94334	4.53293
ENSGALG00000014956	3.86024	2.31679	2.46258	1.94858	2.91903	3.99077	1.53766	2.82382	2.44851	1.51511	3.45941	3.98557	3.57991	2.05442	2.24246	3.65913	3.90019	2.82205	4.12978	4.0206	3.25014
ENSGALG00000008750	8.66419	7.59927	10.2261	8.1264	6.87092	7.75308	7.73771	8.5163	8.84517	8.92244	8.85456	10.9908	9.43615	9.88196	11.0003	9.83069	7.08377	10.3421	9.28037	7.85916	10.8784
ENSGALG00000001895	22.6874	21.1974	25.8506	28.2052	21.8032	23.202	20.5403	20.2406	23.9025	26.1895	18.9961	24.1247	28.8171	23.8433	25.1898	23.4079	22.3515	25.4925	17.5244	23.4549	26.8559
ENSGALG00000027417	1.02394	0.797975	1.11195	1.39753	1.56055	1.11958	1.35423	0.973805	1.05879	0.719206	0.604829	1.23591	0.851813	1.10756	0.691267	1.08332	0.999009	1.2866	1.07937	1.08483	1.03087
ENSGALG00000005703	21.8994	18.7267	18.0823	22.7159	19.4107	23.199	19.3201	20.5215	19.1221	19.2659	21.3646	19.1769	19.2596	19.577	18.1785	19.8408	19.2396	21.0682	19.6679	15.6792	21.0468
ENSGALG00000010002	0	0	0.0546616	0	0	0	0	0	0.125813	0	0.119265	0	0	0	0	0.0584698	0.0627344	0	0	0	0
ENSGALG00000014405	14.0539	11.202	15.5446	11.6558	11.6558	16.8844	8.88899	9.70355	6.81419	7.45802	11.0984	7.03276	10.3202	12.8104	8.18279	10.2935	7.09107	9.52331	4.69699	5.00903	6.8774
ENSGALG00000006837	38.8037	38.5552	40.3779	33.3627	37.0252	35.3435	32.2435	36.1971	28.4293	41.0484	39.5079	39.0034	38.6512	38.1786	36.0704	39.7564	33.7839	33.204	33.3873	30.0562	31.0941
ENSGALG00000014643	6.02128	6.14064	5.65967	5.54295	5.23625	6.25493	4.65839	5.71888	5.44705	5.80723	5.73554	5.56568	6.30474	4.98237	5.7688	5.8335	6.49752	5.45725	6.15146	5.33657	6.17207
ENSGALG00000017627	16.5412	17.6616	14.6241	15.3418	17.6302	16.1984	20.4359	14.9374	18.3533	14.1159	14.5895	14.8796	16.9611	16.2105	16.3121	15.8116	15.4309	14.4227	14.4663	17.0953	15.2193
ENSGALG00000027351	1.22367	3.05164	0.693579	0.829687	1.16791	1.87238	2.57002	3.19493	3.55564	1.88778	1.14451	1.90973	1.89775	1.09348	1.13468	2.73102	0.731299	1.9867	2.22447	0.495296	1.37136
ENSGALG00000005452	6.8107	9.4195	7.81303	5.79291	7.4781	6.56071	7.86069	6.09225	5.6109	7.9155	7.43592	7.4991	7.1645	6.95884	6.11831	7.999	5.89248	6.08101	7.58366	7.05423	7.4611
ENSGALG00000005282	18.7008	19.9117	16.8764	17.5776	16.4509	17.4117	15.0711	17.5018	16.1412	21.1488	19.7809	20.4172	21.3822	19.6213	19.4265	20.8302	20.6934	18.5354	19.3264	19.5196	22.5571
ENSGALG00000019178	6.2626	5.59147	6.01475	5.83875	5.60101	5.60266	5.4028	6.24716	5.74041	5.25026	6.17792	5.94941	6.24559	6.11435	5.91202	6.40571	5.82182	5.91552	5.39367	5.68246	6.71619
ENSGALG00000016611	11.5681	11.2323	12.1201	12.446	13.6036	14.0492	13.8368	14.5567	14.4735	11.7618	13.4033	11.5387	13.2487	13.1693	13.4145	14.1232	15.8337	13.5083	14.2874	13.9368	13.7699
ENSGALG00000002544	3.62914	2.72881	3.78403	3.52299	3.64058	3.48577	3.95491	4.08925	3.30354	3.34227	3.62819	2.84318	2.71982	2.73133	3.37083	3.11239	3.87425	3.25071	3.47597	3.91179	3.59859
ENSGALG00000003885	0.672909	0	0.103081	0.6662	0.109162	0	0.655118	0	0	0.105815	0.348346	0.254457	0.491498	0.257747	0.384176	0.487186	0.528354	0	0.511677	0	0.109998
ENSGALG00000003165	18.8334	19.9128	19.4385	22.4607	24.839	21.5799	23.3612	27.1753	27.4602	18.7499	17.2097	16.9099	21.9801	23.6971	24.565	19.2305	22.8473	19.1858	20.4897	23.0649	21.0646
ENSGALG00000002435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012098	17.3698	20.9183	19.7758	19.489	18.6552	17.9567	22.465	16.8182	19.8752	19.2813	18.2535	19.4825	21.4625	19.653	18.6844	17.8799	17.7293	19.3865	17.8666	17.1335	15.9884
ENSGALG00000011241	10.5636	12.0857	10.8985	10.1888	10.7557	10.2271	12.3181	12.9407	10.6634	11.117	10.6539	10.1867	10.6096	9.18775	10.4323	10.7265	12.036	11.7962	10.8118	10.227	9.60904
ENSGALG00000023653	2.18956	2.29639	1.6266	2.07866	1.72625	1.77219	1.67383	2.03616	1.98607	2.72788	2.86636	2.90227	2.43601	2.54106	2.07966	2.68948	2.97239	2.23907	2.36316	2.64915	2.87872
ENSGALG00000001333	12.6744	14.2043	11.9103	12.0303	10.9574	11.2272	12.0741	12.4798	10.1339	8.33752	11.5935	11.4441	12.1463	11.6123	10.8189	11.4165	11.6896	11.5411	13.1678	12.9044	11.4113
ENSGALG00000004829	2.6117	1.45203	2.62829	4.45347	2.67787	4.6841	2.14905	2.85791	2.70289	1.70221	1.88226	1.37836	1.90685	2.32101	2.67416	3.15155	2.23224	2.94695	1.39743	1.67985	2.74521
ENSGALG00000029164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000020879	13.1845	11.5845	13.7613	11.7888	11.1817	10.8712	10.0439	10.595	7.8908	16.6942	14.4061	15.0297	14.1443	14.8566	18.8858	16.0948	13.4123	15.9632	13.7848	12.2463	14.7246
ENSGALG00000010674	26.0098	25.3219	20.9034	18.4581	19.4667	15.9467	21.8391	24.0308	21.1033	23.5299	27.6406	19.7868	27.6667	18.6269	18.8685	24.5656	17.4746	19.766	23.6166	21.9218	17.2196
ENSGALG00000003519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000018317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000024040	0.571922	1.27101	0.860017	1.05013	1.04717	0.749748	0.801889	1.06972	0.89336	0.889693	0.927873	0.900461	0.998256	0.668537	0.634649	1.58062	0.87461	1.06361	1.11871	0.862835	0.857235
ENSGALG00000010277	7.05169	7.49487	6.68027	7.65898	7.88409	7.91394	7.79996	8.60064	8.50855	6.55263	7.99072	7.09289	9.10169	8.31287	7.43338	7.83658	8.53615	5.84427	7.03781	8.70949	8.43795
ENSGALG00000012236	0	0	0	0	0	0	0	0	0	0.0309626	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010561	28.3744	29.8116	28.6368	26.4863	27.6615	20.295	29.0144	26.768	21.0694	32.2596	33.7822	31.8471	33.1761	30.3041	26.8692	29.5483	29.4844	28.648	32.5311	29.034	28.3898
ENSGALG00000006524	9.93434	9.27595	9.98864	7.34074	9.16408	7.94852	9.6236	9.88708	8.90788	9.11666	10.0416	8.00928	9.95471	8.46491	9.22483	8.79317	8.74755	8.19416	8.90041	9.81422	8.50127
ENSGALG00000013303	4.21596	4.13506	5.17791	4.90336	5.41975	5.86014	4.15006	4.14282	6.36312	5.82395	5.16731	5.42807	4.25656	4.70586	6.25757	5.5082	5.46757	6.03234	4.85496	5.53318	6.67051
ENSGALG00000027199	21.0215	21.7413	23.1015	26.3013	21.3381	22.4157	27.0762	24.4238	25.9899	21.4068	20.689	21.5103	22.6182	23.5157	23.1202	23.9281	24.9783	23.8751	21.8357	23.2953	22.3407
ENSGALG00000021416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005060	8.58208	10.168	7.77997	8.23666	11.4362	9.01656	12.6128	10.7594	10.6799	6.68307	8.25955	8.8834	7.62972	8.56184	9.63512	8.10832	9.91084	7.00849	9.39955	9.60091	9.18103
ENSGALG00000002083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015108	12.7821	5.56472	4.41497	7.49589	14.751	11.9876	5.26099	11.6676	5.82627	2.935	12.7555	12.7464	12.2657	8.44015	7.86779	14.033	11.6515	6.17097	11.1165	11.2846	5.77883
ENSGALG00000005753	43.9916	43.3605	43.6004	38.4243	34.3328	34.242	41.2125	36.4079	30.896	52.0909	47.027	47.3363	47.9796	41.7364	43.1873	45.1933	40.2416	46.234	40.2713	43.4893	38.5649
ENSGALG00000017291	9.008	9.02783	7.92796	8.00032	6.45439	6.87599	5.86597	6.88693	7.38162	9.21172	9.57906	10.2511	9.41138	7.61398	7.44392	8.26646	6.99545	8.51755	7.50916	7.68589	10.3243
ENSGALG00000004952	663.306	753.985	738.825	675.734	614.506	565.064	674.763	591.181	667.436	781.373	670.164	704.42	682.526	605.634	631.515	693.114	645.932	739.882	721.475	704.83	634.063
ENSGALG00000005736	7.44285	8.00511	8.44495	7.92151	6.09029	8.04971	9.08369	9.05689	6.9411	7.31983	6.44609	8.82748	9.86959	8.68927	7.54377	7.03405	8.1807	7.22504	6.05452	7.69269	7.74062
ENSGALG00000013430	19.2181	17.9769	16.516	14.8598	17.3839	16.3754	17.5875	13.5689	15.858	19.078	19.6037	16.5306	18.9259	19.9677	15.0912	18.0912	15.3061	16.8571	16.5305	15.3333	17.9712
ENSGALG00000005419	1.10458	1.08538	1.29507	2.77317	1.35248	2.51376	0.586116	0.911881	0.715445	1.18765	1.28956	1.1867	1.10356	1.36272	1.51562	1.39134	1.13302	1.33301	0.931377	0.852007	1.72082
ENSGALG00000006561	51.6787	47.1251	56.8336	44.1912	47.6513	47.4134	50.3295	45.3974	47.4598	60.2021	58.0097	53.8037	46.7832	47.8188	50.3248	44.3091	45.2309	51.3129	45.9238	52.7895	44.2364
ENSGALG00000025387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027138	0.0573206	0	0	0	0	0	0	0.0585877	0	0	0	0	0.131408	0	0	0	0	0.142556	0.265611	0	0
ENSGALG00000020741	4.72418	5.15888	6.02172	6.43722	7.38053	6.68801	6.7361	6.88354	7.12917	4.24453	5.77249	4.67186	5.54167	6.18423	6.4421	5.6663	5.47353	5.14712	4.86614	5.59469	5.10919
ENSGALG00000005512	5.75895	5.1283	5.36963	5.63822	6.47458	6.35984	6.36848	6.10416	6.8281	4.88649	6.93532	5.78827	6.09051	6.00228	6.45934	6.10749	6.4683	7.32064	5.67079	6.66844	7.46923
ENSGALG00000027146	0.533348	0.289379	0.445942	0.823785	0.290099	0.627819	0.255884	0.214766	0.354579	0.390965	0.467358	0.431074	0.524201	0.368071	0.456473	0.491542	0.343824	0.369131	0.302369	0.4139	0.49661
ENSGALG00000004517	3.50889	4.45381	4.00031	3.46919	3.20543	2.736	3.31018	3.31445	3.4159	3.44306	3.17122	4.02389	3.17285	3.72734	2.78284	5.84252	2.85748	3.16145	3.34814	3.13134	3.27786
ENSGALG00000028340	12.5603	11.6712	9.59781	10.7771	13.7615	11.6631	11.3303	8.11212	9.68657	9.26249	15.1254	13.5421	12.958	11.4083	9.21103	15.0826	12.0081	9.23728	11.9639	12.1773	12.0141
ENSGALG00000022290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002527	14.5898	13.3213	13.69	12.7611	11.7656	11.2019	13.4848	11.7446	14.6866	12.4101	13.6974	14.1453	15.2823	14.585	15.3948	15.0403	13.7413	14.2875	17.4683	17.8986	17.8487
ENSGALG00000025156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004888	3.83152	4.34567	5.18307	6.09427	6.61773	6.3201	5.37724	4.72322	5.21616	3.55996	4.2973	3.89563	5.75664	5.73864	5.69261	5.22432	5.29897	3.13072	4.09805	4.83398	4.05839
ENSGALG00000004594	27.5748	18.8272	29.6477	25.3932	13.7798	19.0469	16.0086	18.2549	23.2702	28.2339	22.735	20.2817	19.3606	24.8064	17.9718	22.3433	26.7497	46.2698	32.1197	22.9444	31.9832
ENSGALG00000028322	11.2123	11.0835	11.0161	12.203	9.35305	10.3326	7.81889	10.6793	10.4452	12.5799	11.5227	10.5829	11.4587	9.40542	13.4746	10.0165	14.0034	12.4233	12.3177	10.9362	11.3341
ENSGALG00000003720	4.38941	3.7479	4.2978	3.94799	4.45215	2.50018	4.79673	5.18654	5.2836	4.45794	3.70894	4.53388	5.66918	4.4222	3.63197	4.81914	4.34139	3.99473	4.0464	5.07932	4.39081
ENSGALG00000006318	0	0	0	0	0.0152054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005192	0.0560254	0	0.0583402	0	0	0.0181225	0.0862198	0.0197314	0	0	0.039385	0.044213	0	0	0	0	0	0	0.0420353	0.0171087	0.01953
ENSGALG00000002616	26.1548	26.9009	26.2864	31.1515	29.7797	29.5605	24.3798	23.2732	24.766	26.0177	25.6823	19.6008	25.3354	29.6101	28.0462	28.846	27.308	25.558	24.239	23.6822	23.3065
ENSGALG00000015679	0.569949	0.393764	0.330425	0.615847	0.280304	0.714697	0.482339	0.115918	0.598095	0.215735	0.395127	0.105423	0.297207	0.106185	0.279505	0.161907	0.324589	0.678366	0.421677	0.335877	0.564237
ENSGALG00000005131	0	1.66116	1.02255	0	0	0	0	3.83326	5.10881	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015617	3316.23	1790.42	1775.29	1644.62	2833.64	2771.21	1736.22	3032.11	1674.42	1883.6	3357.28	3492.24	3322.67	1594.29	1633.28	3513.97	3272.81	1908.1	3614.24	3524.94	1651.63
ENSGALG00000028578	4.80906	5.00717	5.69454	4.97989	5.49881	4.29174	6.01626	5.5924	5.85672	4.96972	4.89648	5.41774	5.8747	4.90522	4.75529	5.37198	5.4944	4.18646	5.73456	6.00393	5.35348
ENSGALG00000002908	7.36719	9.70866	8.03946	5.68049	7.03762	5.99548	9.71923	8.2497	10.4616	8.5595	6.27587	8.65981	8.59039	6.48604	5.41426	7.15001	7.41851	7.6418	8.31756	7.82448	7.07457
ENSGALG00000016296	0.210509	0.18448	0.133563	0.177281	0.0422534	0.117148	0.178139	0.0757678	0.164973	0.150965	0.0266174	0	0.210982	0.0967642	0.0461095	0	0.132895	0.0617462	0.0440721	0	0.0132098
ENSGALG00000007962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000016187	13.2569	14.4641	10.8339	12.534	14.0105	10.7173	16.603	14.4149	16.4153	14.7664	14.285	13.8686	15.2751	14.105	14.2278	15.7741	13.2752	13.9418	14.2595	14.8061	14.2402
ENSGALG00000021692	114.001	108.786	111.759	113.876	117.736	84.2975	115.436	87.5708	115.365	117.348	101.285	100.275	89.9949	101.444	124.491	99.744	112.452	116.341	101.999	110.076	107.584
ENSGALG00000006160	41.9403	57.158	42.7397	55.5115	58.1288	48.5547	53.7121	56.28	54.8072	39.7828	49.1633	47.8746	53.5655	53.8869	51.4703	50.3239	55.1029	36.9624	44.8697	48.1637	38.7099
ENSGALG00000003625	51.9234	64.0379	63.5456	52.4665	50.6768	50.7887	50.092	48.8584	53.8061	61.7922	51.6692	56.8547	55.6671	53.3648	52.84	50.9213	54.9029	63.5511	53.7239	55.0749	54.444
ENSGALG00000011393	1.27731	1.2197	1.20421	1.41283	2.06844	1.35226	1.89262	1.42613	1.63401	1.03012	1.3862	1.21877	1.40987	1.21522	1.7914	1.23016	1.70018	1.23919	1.09424	1.8249	1.57608
ENSGALG00000018250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004244	7.53401	7.11788	6.61453	6.30259	6.02837	6.3363	7.26192	7.48125	7.25286	6.32287	7.05424	7.69677	7.52062	7.04478	6.70083	7.10771	8.0336	6.56279	6.2983	8.17743	6.70401
ENSGALG00000000430	16.6968	16.5435	18.7172	17.6486	16.4252	18.7108	15.3393	16.5561	15.676	17.485	17.0837	17.7581	19.1848	16.7182	18.2862	18.2882	15.3	17.5115	16.3965	15.0007	16.4607
ENSGALG00000008364	0	0.209965	0.188364	0.281337	0.544439	0	0	0	0	0	0	0	0	0.349768	0.104216	0	0	0	0	0.0845252	0
ENSGALG00000012111	0.482892	0.558156	0.850241	1.70222	1.09718	0.911885	0.990342	1.26212	1.40495	0.621993	1.01574	1.5026	0.832205	1.44064	2.12831	1.36631	0.974091	1.67838	0.304668	0.970978	1.24406
ENSGALG00000015485	4.67893	5.57211	5.08093	4.5534	5.07952	3.76985	4.59391	5.36306	3.59056	4.31683	4.58226	5.17241	3.98695	3.08477	5.05249	5.14611	5.68577	4.56097	5.59631	6.8037	5.59096
ENSGALG00000004304	180.583	225.824	169.982	180.64	195.451	154.864	227.252	222.465	227.32	199.083	205.261	201.369	210.791	209.8	226.091	211.522	218.312	209.703	229.545	239.32	210.115
ENSGALG00000029086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027860	12.4151	13.1231	9.79362	11.4628	11.5276	11.7139	11.6428	11.0356	12.644	12.0552	12.602	13.8585	12.3943	11.0892	12.6613	14.4894	11.2626	11.676	9.42359	15.8925	12.4945
ENSGALG00000010598	0.990174	0.4588	1.14822	1.45512	0.268517	1.48343	0.590513	0.598636	0.310304	1.11737	1.31339	0.80362	0.715914	1.14203	0.404771	0.809826	0.355823	0.58649	0.348025	0.0962881	0.855198
ENSGALG00000028108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006694	14.3463	14.5438	13.761	13.0814	15.4671	13.5526	13.6077	13.4861	14.3943	14.0864	14.0306	14.3298	14.623	14.7886	14.6694	13.5393	14.0971	14.2912	13.1806	15.3958	12.9742
ENSGALG00000010502	4.15594	4.463	4.80356	4.30638	4.71283	4.10664	3.75134	3.34977	4.09996	5.03678	4.03269	4.76231	4.99268	5.74171	5.27942	4.08874	4.0828	5.49323	3.90802	4.21382	3.91102
