gene	PiaoT1	PiaoT2	PiaoT3	PiaoT4	PiaoT5	PiaoT6	PiaoT7	PiaoT8	PiaoT9	CtrlT7	CtrlT8	CtrlT1	CtrlT2	CtrlT9	CtrlT10	CtrlT3	CtrlT4	CtrlT11	CtrlT12	CtrlT5	CtrlT6
ENSGALG00000009802	9.52479	7.85849	7.67012	8.86115	7.02724	6.5704	8.10923	7.66123	5.76643	8.79355	9.98234	8.56682	8.25496	7.70347	8.93611	8.35428	10.1552	10.1597	9.88184	8.31024	8.46751
ENSGALG00000009739	5.80621	6.42883	5.11172	5.44891	5.89513	5.34779	5.51123	4.57094	5.06327	5.77339	7.3588	6.35528	6.3283	7.32665	5.11244	6.63695	8.41416	4.81119	4.40751	7.30594	5.06666
ENSGALG00000007718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011695	10.4794	9.82403	13.3325	9.2098	13.1206	10.7394	10.7478	11.5463	11.4295	11.3035	11.3258	11.1113	14.8593	11.8809	10.9771	10.5323	12.0549	12.8125	13.9194	12.4566	13.9509
ENSGALG00000007195	14.1698	12.285	11.7861	12.4244	11.5138	11.5963	10.6839	9.05379	11.2678	9.92668	12.905	12.55	12.8422	11.4825	13.1908	12.2105	11.1947	12.0124	9.58626	12.3373	9.9172
ENSGALG00000026056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012636	4.49118	3.85927	4.35945	4.10769	3.80313	3.79867	4.03405	2.77265	3.3704	4.55557	5.23071	4.48265	4.65605	4.24774	3.91446	4.43912	3.66012	3.57363	3.74104	3.75719	3.60893
ENSGALG00000004295	17.9733	17.4398	15.1518	19.6939	22.7588	19.2362	22.7108	22.5503	22.7952	14.6973	17.5925	17.9513	19.8545	21.2569	19.7019	20.3629	22.7691	15.0115	16.4734	22.6159	16.2739
ENSGALG00000026818	18.144	25.3295	21.4229	19.8671	16.9792	15.4919	21.9289	19.7157	20.7999	17.2628	15.4803	19.1453	20.1489	21.0279	20.4985	19.3869	19.1841	18.5118	19.5817	23.1977	21.821
ENSGALG00000000308	50.6211	53.3093	43.3815	56.4288	52.3619	49.9262	60.6732	47.1206	61.2965	53.9533	42.6866	44.4638	51.4777	60.8935	53.8757	52.4331	51.7004	63.2984	54.8366	48.8191	49.7446
ENSGALG00000007008	8.8099	8.55333	8.70988	7.77041	9.01246	7.62969	8.75662	7.80816	9.04112	8.90452	8.7691	8.25683	9.44929	8.14362	8.17909	8.72016	9.08045	8.89669	8.492	9.80322	9.30286
ENSGALG00000027732	3.00487	2.63099	2.9707	3.54872	3.5945	3.54132	3.65918	3.73829	3.70747	2.34461	3.26894	2.93119	3.22487	3.4445	3.4604	3.29913	3.81981	2.46458	3.15597	3.9495	2.98569
ENSGALG00000001750	19.8852	17.6839	14.533	18.6011	14.6201	16.6018	17.944	15.1076	20.878	15.943	16.2807	14.9757	14.6578	14.8377	16.2997	16.8902	16.0645	17.137	16.8204	16.3593	18.6914
ENSGALG00000009970	21.8951	20.3004	24.0716	23.4914	24.4819	25.8807	23.0976	23.8593	24.9259	22.5363	23.9606	22.1789	23.0735	25.6132	23.8005	24.4841	23.3129	22.9982	23.6576	24.2455	25.4136
ENSGALG00000007604	0	0	0	0.00677213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014824	0.383561	0.357281	0.147376	0.511056	1.13779	0.271466	0.345798	1.16283	0.467652	0.196432	0.336196	0.469704	0.390442	0.504517	0.466756	0.630999	0.987555	0.545253	1.12407	0.84881	1.12076
ENSGALG00000001019	14.3988	14.8212	14.4975	16.3322	13.0111	12.8884	15.4622	14.102	12.6573	12.875	15.8879	17.1906	16.8553	16.0843	17.9439	16.6165	20.4696	14.2805	17.3602	16.9204	18.0207
ENSGALG00000012351	3.65416	6.70902	3.36292	2.96845	2.33176	1.90582	3.80183	3.58258	2.79342	4.51362	4.42512	4.47734	4.33242	4.10851	4.56074	4.49754	3.50771	4.22549	4.4185	4.88198	4.22901
ENSGALG00000012894	0.431555	0.371999	1.05939	0.321018	0.194321	0.411781	0.094753	0.365734	0.0962983	0.452227	0.234438	0.213758	0.350582	0.532321	0.845533	0.318302	0.295848	0.175966	0.0302578	0.2812	0.83136
ENSGALG00000026664	5.85333	5.64563	5.4547	5.28227	5.58923	8.14378	6.66105	5.69697	6.49919	4.76341	4.49948	4.83032	5.23051	7.65826	5.77286	5.19673	4.98315	4.55083	4.80034	5.17435	4.97848
ENSGALG00000007512	15.563	18.0001	14.8534	15.247	17.4369	15.2483	17.7017	18.2036	19.4405	15.7959	14.0163	15.1852	15.1468	15.2677	16.5491	14.5692	13.4	15.324	15.0163	17.052	15.5448
ENSGALG00000004756	6.1862	6.63333	6.03529	5.14057	4.7159	4.85497	6.4408	5.17883	6.71754	6.8768	6.9232	6.35234	6.8232	5.05544	6.47269	7.064	5.96177	7.17648	5.60369	6.70922	6.83731
ENSGALG00000021212	2.61161	2.43968	3.30906	2.67772	2.41926	1.36379	1.23525	1.32281	1.5924	2.74362	3.46159	2.9745	2.40118	2.21581	1.9665	3.0614	3.68763	1.56541	1.26207	0.988276	2.44327
ENSGALG00000025508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000023879	0.557206	0.479817	0.430868	0.652585	0.409023	0.383813	0.515486	0	0.317756	0.386416	1.20555	0.559196	0.768884	0.23553	0.732532	0.357518	0.543705	0.60571	0.427951	0.449294	0.413444
ENSGALG00000028111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001869	1.90374	0.758713	1.56212	3.09974	2.62374	4.92321	1.03259	1.25421	1.0517	0.929146	1.63631	1.1993	1.93477	1.96114	1.74739	2.30777	1.81569	1.49357	1.10747	0.392163	1.58456
ENSGALG00000012192	20.1582	22.1189	21.3265	22.637	21.9083	21.7527	24.7167	23.5562	26.5746	20.1467	23.202	20.7145	21.3031	20.6007	22.2931	19.8838	20.0496	23.455	23.3647	21.5621	23.1722
ENSGALG00000027539	7.22169	7.45758	6.63383	7.56319	6.54847	6.63511	7.86536	7.01462	7.48463	6.87019	7.3132	7.46269	6.25775	5.98196	8.58033	7.75885	6.79097	7.36005	7.16451	7.66917	7.31034
ENSGALG00000011300	56.9539	61.0107	52.5917	62.094	65.3957	61.7542	67.6609	69.196	67.0519	58.8894	64.9098	57.9531	69.1614	63.5529	64.4745	61.1489	66.2732	56.3779	62.3006	67.7697	61.0409
ENSGALG00000009372	2.30824	3.29443	2.84754	2.7433	2.57331	2.76982	1.81892	2.85655	2.74013	2.479	1.97621	2.22593	2.09812	1.86734	2.53855	1.70593	1.9986	2.72641	2.78422	1.45908	2.73476
ENSGALG00000010214	3.98073	4.19297	3.88085	2.36074	3.68964	2.43597	3.84412	4.20511	3.83968	2.92327	2.97321	3.90988	4.73777	3.6639	3.31976	3.24658	4.23797	3.41099	3.39858	3.9618	3.88196
ENSGALG00000000907	112.572	113.155	118.714	100.435	97.7596	93.2058	111.196	101.449	100.269	120.186	120.128	110.441	106.488	109.19	105.78	104.409	95.8408	116.811	111.138	100.939	105.909
ENSGALG00000025898	2.9281	4.21469	2.49537	2.66293	2.48628	2.67129	3.01338	3.08804	3.32243	2.90192	2.20067	2.42361	2.67955	2.24348	2.61496	2.95144	3.01217	2.72559	3.55182	4.55294	2.68398
ENSGALG00000014873	250.537	285.993	287.634	260.707	311.059	194.206	292.246	231.089	355.082	323.852	296.116	323.261	279.251	260.946	331.382	334.892	341.144	376.948	437.758	387.939	388.594
ENSGALG00000007503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002907	206.327	162.469	165.099	163.813	265.506	197.948	195.229	227.222	256.692	252.947	225.021	282.504	223.892	267.271	224.72	272.157	315.472	410.903	451.215	335.924	402.503
ENSGALG00000008866	1.02955	1.25027	0.902695	1.0901	0.720264	0.835354	0.707806	1.37766	1.02906	1.29922	0.86928	1.47885	1.09418	0.751499	1.2003	1.17962	1.09742	1.09801	0.831422	1.59798	0.99304
ENSGALG00000010032	0.492191	0.306408	0.345287	0.338266	0.324967	0.385308	0.401193	0.441849	0.278297	0.448788	0.522695	0.534755	0.519727	0.49466	0.507258	0.52007	0.411187	0.594526	0.386041	0.488751	0.582071
ENSGALG00000015453	0.696611	0.53403	0.699171	0.409824	0.734146	0.593848	0.457979	0.74934	0.526158	1.15841	1.18199	1.49604	0.952671	1.67905	0.771169	1.02712	1.17038	1.25476	2.25991	0.990217	1.8248
ENSGALG00000026103	4.49232	5.04505	5.25567	5.16315	4.03335	5.56631	5.68257	2.02942	5.00376	2.49813	2.03807	3.46948	4.1319	4.77905	7.47229	5.40518	6.03992	6.03958	3.66338	4.85939	3.84393
ENSGALG00000010566	59.2328	44.1967	54.4364	44.8414	58.1796	36.7459	57.7644	46.5498	43.4077	41.9775	42.4442	35.9641	42.4074	42.8693	53.7719	43.9873	46.8054	40.317	61.1291	59.3387	43.7235
ENSGALG00000001186	7.87874	7.85711	8.32341	6.86919	7.28207	6.95931	7.34331	6.81401	7.26568	8.63733	8.40893	8.09469	8.39377	7.69458	7.25861	8.14908	6.54633	8.04565	8.02907	7.88489	8.36789
ENSGALG00000005476	2.07394	3.17097	2.26434	4.97793	4.29185	3.57117	4.06037	4.73864	6.85669	2.58934	2.08007	2.25188	1.34853	2.43337	4.8497	3.51021	3.82036	6.4077	7.22044	4.94975	7.38627
ENSGALG00000012530	4.90686	3.67569	3.95527	4.90892	4.93721	4.80753	5.2118	5.43024	3.95105	3.43886	4.05001	4.44113	4.85067	3.70217	4.414	3.99071	5.63004	3.6055	3.5923	4.29134	3.51302
ENSGALG00000006643	20.5045	21.0139	21.3884	16.9309	16.1781	18.5668	19.0125	16.4327	19.4839	17.7456	20.057	15.4342	18.8146	16.9061	18.5119	18.4081	15.1614	20.9624	17.6744	18.3197	19.4958
ENSGALG00000028288	8.5835	8.82719	9.48317	8.82148	10.6744	8.7582	10.6413	7.32954	8.82199	6.99989	8.14764	7.47099	9.63792	9.00358	10.2368	8.13817	8.8451	7.20728	6.87599	9.31161	7.56334
ENSGALG00000017567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359944	0
ENSGALG00000006310	0.384362	0.312698	0.42143	0.504288	0.301052	0.445243	0.196275	0.0306224	0.121757	0.382548	0.253144	0.353494	0.232427	0.355995	0.26011	0.563835	0.410086	0.29807	0.124047	0.517799	0.502268
ENSGALG00000025883	0.0388559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009554	21.9905	18.9735	20.2275	22.0634	15.8603	18.6339	17.5911	16.6534	16.6691	17.8447	18.5045	20.299	20.7924	20.3726	19.8195	20.6452	19.7666	19.4399	18.5667	20.3085	21.4637
ENSGALG00000017387	13.208	14.2464	15.2462	14.5708	17.0537	15.7152	14.3358	13.2473	13.3561	13.579	13.2733	13.1071	12.397	14.2947	14.6152	13.4661	11.4214	14.681	14.2991	12.9757	10.9145
ENSGALG00000014450	313.621	360.098	310.783	388.229	390.727	341.695	452.517	408.945	452.088	307.498	357.87	351.662	365.74	375.03	354.871	346.081	389.285	324.992	370.154	381.155	314.922
ENSGALG00000015942	7.99285	8.28304	9.86487	8.63687	7.04269	7.65043	7.18395	7.1941	6.65726	8.00562	8.90942	8.63577	7.40467	8.11586	7.44962	8.72412	7.13245	8.09286	7.33397	6.60656	6.49114
ENSGALG00000026766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004101	0.083038	0.0963284	0.159158	0.0703746	0.0447232	0.123993	0	0.154765	0.094957	0.233226	0.0767702	0.0861308	0	0.0152618	0.29336	0.188406	0.372541	0.308423	0.259659	0.347863	0.334243
ENSGALG00000013081	2.08555	2.50193	2.04814	2.48142	2.32155	2.05702	1.91559	1.71705	1.37395	1.49558	2.10015	0.741642	1.26725	2.04865	2.43785	3.13223	1.79347	3.00785	3.9342	2.17236	1.99789
ENSGALG00000029012	2.82044	1.94423	2.93097	1.3352	1.65225	1.96203	2.00457	0.882496	1.21006	2.69491	3.40324	2.42017	3.25092	1.76956	1.86368	2.15046	2.46957	0.81744	0.953661	0.900351	1.77877
ENSGALG00000011432	35.1473	32.4973	33.1997	34.5598	34.7575	33.3619	32.0945	32.9008	34.8918	36.5068	35.5549	33.0491	31.8528	34.7316	36.0818	33.1861	30.2017	34.4411	34.1487	31.9159	31.5264
ENSGALG00000027425	7.09703	1.95481	2.08464	0.866564	2.02516	2.26198	0.0236564	2.19058	1.83109	2.17173	1.14391	0.671052	1.90309	0.539431	1.93829	1.88351	0.672634	1.59963	3.57721	1.89021	0
ENSGALG00000026198	7.43067	9.04945	6.22785	8.4654	6.65142	6.30717	6.99596	5.34787	6.63256	6.7741	6.6617	5.27695	6.49112	7.23847	9.38015	7.75928	8.29702	8.22119	7.11624	9.42493	7.89096
ENSGALG00000001966	6.13003	6.37371	7.01361	8.1422	6.61222	7.08544	5.04234	5.2851	5.18457	5.88249	6.89285	6.66966	5.9165	7.53368	5.60636	6.48758	6.42433	6.00822	4.43715	5.01095	6.07759
ENSGALG00000026852	430.39	478.506	414.03	435.506	411.839	392.744	451.481	433.62	446.151	470.25	474.948	540.421	467.856	515.21	464.578	437.546	473.006	400.49	437.263	450.156	423.574
ENSGALG00000022619	1.43412	1.51944	1.20643	1.07514	1.93169	1.65117	1.9801	2.13189	1.79837	1.55842	1.58241	1.6214	1.50002	1.56377	1.75047	1.18657	1.7561	1.6412	1.65581	1.28371	1.33981
ENSGALG00000007967	4.34285	3.32315	3.5065	4.50962	4.0913	2.88887	4.6187	5.73753	4.00537	4.74373	3.12729	2.89842	3.25022	4.07059	4.71514	3.88648	3.56876	4.429	3.82426	2.99407	3.63274
ENSGALG00000023279	3.72076	3.62648	3.65587	5.50217	6.51934	5.61363	4.56776	4.71575	7.42317	2.9486	4.51226	4.85095	5.12371	4.97659	6.18365	4.50623	6.09285	6.34402	6.68274	5.87984	6.00884
ENSGALG00000028434	4.96356	5.74874	4.46826	5.67522	5.94559	4.74726	6.1479	7.42304	5.67504	4.54415	4.81564	5.61169	4.23002	6.22647	6.28082	6.66561	6.50362	6.75642	5.38128	7.24948	5.02266
ENSGALG00000012045	0.852889	0.911115	0.818506	0.547956	0.648876	0.383779	0.803705	0.662538	0.68356	0.643472	0.671722	0.368546	0.59578	0.588569	0.750001	0.822758	0.711209	0.590206	0.5385	0.711004	0.395216
ENSGALG00000008950	9.14467	7.91246	9.6618	6.69217	6.72279	6.20497	6.69554	6.34068	7.05222	9.92776	12.074	11.0349	8.09146	12.2439	9.06716	8.66972	8.27641	6.91799	7.0602	6.28999	7.47334
ENSGALG00000010974	3.95432	5.19053	2.7856	1.94257	2.48352	2.16264	4.8194	4.83354	3.41433	1.08943	0.336958	1.86578	3.2705	1.1104	1.66552	0.698785	1.39251	0.244246	1.85263	0.880835	1.23603
ENSGALG00000016032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026173	4.82176	6.4664	3.73036	4.89505	2.35343	3.55149	4.07982	3.79936	3.44777	2.91319	2.83345	3.10192	2.94341	3.22393	4.42935	3.53196	2.62345	5.13897	5.78903	3.59524	5.4819
ENSGALG00000016493	0	0	0	0	0	0	0	0	0	0	0	0.0749397	0	0	0	0	0	0	0	0	0
ENSGALG00000018249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000029026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000007197	11.8682	14.1429	12.2602	10.2817	11.3122	9.48113	13.1094	9.43794	11.6976	10.7001	10.4632	11.7887	7.74471	13.1383	8.71769	8.53122	13.3629	14.4648	5.33872	11.9764	9.93582
ENSGALG00000003069	0	0	0	0.300335	0	0	0	0	0	0	0	0	0	0	0	0.190259	0	0.358489	0	0	0
ENSGALG00000027895	0	2.97946	2.24033	2.12742	0	0	1.60298	0	1.82211	2.98763	0	0	0	2.11684	2.60938	0	0	2.44202	0	0	2.54786
ENSGALG00000010376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010470	1.62273	1.81281	1.98509	2.34666	1.59396	2.48102	1.68702	1.19909	2.20088	1.97191	2.47208	2.18463	1.83561	2.57152	2.933	3.00956	2.67025	2.29098	2.38229	2.74291	2.15312
ENSGALG00000005398	5.817	4.30881	4.37804	9.4169	6.09131	7.27819	6.27202	4.35571	4.8174	4.13514	4.94821	2.41824	3.83231	5.53236	6.70843	6.84477	6.39196	8.1091	5.28456	6.86683	7.96569
ENSGALG00000000817	27.0832	26.4281	21.0276	25.6948	18.0013	20.1078	20.8651	20.093	16.618	24.4901	22.5852	34.4571	31.9512	23.6202	24.9218	30.9507	33.351	23.9982	21.9194	32.3028	30.5718
ENSGALG00000005869	74.4275	84.9698	80.2771	71.7394	62.9049	73.5948	78.585	69.7268	70.1473	73.3372	79.6543	80.7486	79.2618	79.5426	76.1115	70.4869	72.7866	68.6721	73.6851	77.064	67.3832
ENSGALG00000012658	7.01381	6.45299	6.91153	7.73844	6.74008	6.56887	6.47902	7.21437	7.8016	8.17768	10.4158	9.44676	9.05973	7.43882	8.34374	8.77338	10.0104	10.6524	10.1161	8.77278	9.06102
ENSGALG00000014210	12.4542	12.7216	11.5395	14.513	11.3099	12.2937	10.2056	10.195	9.77284	14.3407	14.4321	12.4584	13.7314	12.6851	11.9899	14.0896	12.4429	10.9458	10.6199	13.2455	11.293
ENSGALG00000015701	32.3496	31.9135	38.0239	46.9336	27.486	43.8023	25.7204	26.0631	26.1333	37.3067	42.5645	32.9476	36.1533	39.8098	39.0248	36.4992	25.233	26.7143	22.1404	21.472	31.8836
ENSGALG00000027391	5.16586	5.47047	5.28455	5.20536	4.75941	5.21806	4.77881	5.41867	6.23285	4.31037	6.15997	5.57559	6.11659	5.54113	2.68616	5.52776	3.29216	3.74659	6.04529	6.00461	4.14879
ENSGALG00000028281	0.346669	0.126835	0.113868	0.345479	0.297364	0.329454	0.190115	0.112015	0.396227	0.0496945	0.16612	0	0	0.427527	0.132344	0.352391	0.537748	0.338474	0.368158	0.629759	0.652497
ENSGALG00000028806	0.366039	0.398074	0.174908	0.552758	0.668902	0.0911629	0.94131	1.04102	1.72945	0.429234	0.112154	0.284208	0.276608	0.0611354	0.445702	0.163676	0.998576	0.914758	0.724664	0.97755	1.0037
ENSGALG00000002752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516974	0
ENSGALG00000017130	5.20803	3.94664	5.16271	4.77523	5.55972	5.66513	4.82342	5.02375	4.61306	4.45008	5.04102	4.96051	5.37126	5.59291	5.26982	5.32196	5.52173	6.52399	5.34338	5.15918	6.48433
ENSGALG00000020471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001630	15.6334	22.49	18.9093	15.2575	15.6606	12.3718	19.6837	16.7245	16.2358	17.3058	17.6807	18.942	18.6484	14.8302	15.3198	16.8153	16.7722	17.888	16.112	16.271	16.7856
ENSGALG00000004837	20.2726	21.808	21.3046	21.3829	16.1327	18.186	18.1681	15.1414	19.3495	19.3223	19.2396	19.3001	20.455	20.0261	20.0213	19.5585	17.6619	21.875	18.8727	19.023	23.5202
ENSGALG00000025426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002496	0	0.0685915	0.174812	0	0.0684	0.099606	0.0501894	0.0915736	0.213586	0.176306	0.220021	0.160247	0	0.1178	0.0351388	0.11669	0.121381	0.0364889	0.17296	0.556469	0.0347233
ENSGALG00000005230	8.01622	7.62555	7.65594	7.9277	10.9596	8.44345	10.695	10.8916	11.2488	7.26837	7.47162	7.67372	9.31912	8.27489	7.3169	8.8476	10.8951	7.202	8.3292	9.69641	9.69426
ENSGALG00000012480	4.87758	4.78241	5.04175	4.89772	6.20492	4.06755	5.87998	5.24506	5.30466	6.5456	5.78891	5.21975	5.80934	4.52313	5.73076	5.56858	6.07905	5.58296	4.94635	5.44064	4.03019
ENSGALG00000010635	0	0	0	0	0	0	0	0	0	0	0.0253401	0	0.112603	0	0	0	0	0	0	0	0
ENSGALG00000003727	7.5757	5.3841	6.60865	8.58391	6.84805	6.35957	6.60868	7.16267	8.36284	9.49668	8.92929	10.1256	9.19316	7.46026	8.53689	9.78258	9.92325	9.16287	9.53818	10.5102	8.70589
ENSGALG00000008059	11.3666	12.2288	11.5431	9.86844	10.326	9.15056	10.5141	10.2571	9.85981	10.4454	12.3221	9.33095	11.0036	10.8103	10.2101	9.55753	9.08642	11.2208	10.6726	8.82201	10.3075
ENSGALG00000029094	29.8687	11.9821	26.6449	17.6089	29.0807	15.0685	8.39719	12.6369	21.28	10.7691	12.1136	9.01006	32.1379	4.84961	15.6467	16.9929	1.19884	18.6653	6.38691	9.03228	11.8473
ENSGALG00000025562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000729	13.9961	14.111	20.074	14.9253	17.0082	12.5113	16.7228	14.1314	13.75	14.2566	15.2507	12.9864	20.8133	13.2862	13.3473	13.8687	13.3635	14.0271	14.9526	13.582	13.3903
ENSGALG00000001556	284.232	221.952	245.384	198.288	187.109	156.584	216.779	199.531	169.182	265.862	188.684	177.36	246.303	195.058	187.621	227.991	209.002	232.094	224.036	211.385	191.196
ENSGALG00000026657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000018373	9608.94	10646.1	8973.97	8835.3	8268.96	7741.74	8883.93	7369.64	8609.84	10007.1	9700.88	8277.68	8137.96	8903.12	6928.5	7583.87	7681.37	9554.66	8056.02	7917.53	7664.98
ENSGALG00000011131	4.7212	3.71421	3.46975	3.78738	3.40279	2.75072	3.68123	3.6796	3.5048	3.75214	4.92588	4.88684	4.61471	3.84965	3.79659	4.96081	4.77303	4.082	4.15548	4.56164	4.54258
ENSGALG00000005805	7.46332	6.19892	6.33203	7.28243	6.49805	6.91162	6.50579	7.92751	6.84276	7.42109	8.57999	7.62977	7.48006	6.91149	6.44723	7.81341	7.33271	6.04086	6.97963	7.20181	6.43664
ENSGALG00000022202	3.28267	2.25883	3.21989	4.19793	3.16491	1.38977	1.82978	2.95054	2.86738	3.27581	0	2.68443	10.198	2.63221	1.76015	1.98524	3.09727	1.63044	2.77544	3.86	3.33877
ENSGALG00000004614	8.14718	11.2672	10.6995	8.93962	9.55728	8.26062	12.978	11.713	9.62662	10.2629	9.56856	11.8426	8.35543	7.80757	11.0443	14.3849	10.7843	12.9123	10.5949	8.64965	9.66145
ENSGALG00000008596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000017139	8.3967	7.88062	7.57271	7.59164	6.04772	6.15757	6.31915	7.30812	6.79401	9.59266	8.92508	10.3765	10.3841	9.11758	8.17243	9.20239	8.77986	8.97877	7.58104	9.21715	8.96426
ENSGALG00000005063	2.63258	4.8426	4.68371	4.87043	5.47571	2.95581	7.70964	6.03124	7.94615	4.895	3.93017	4.29196	3.37931	5.16182	6.5504	4.20394	3.24628	5.04816	6.89709	6.15451	5.59765
ENSGALG00000022172	0	0	0	0	0	0	0	0	0.0687883	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012391	1.24027	0.734341	0.636837	1.24109	0.758427	1.17876	0.46219	0.520129	1.0454	0.548197	0.841293	0.449991	0.618921	0.806551	0.913541	1.28531	0.727278	1.17057	0.926808	0.363484	1.84332
ENSGALG00000016282	7.15573	7.52707	6.73106	6.65539	5.72312	5.99096	6.80219	5.85121	6.23389	7.48361	7.19782	7.8228	7.44465	5.91674	6.61056	6.65067	6.16788	7.20672	6.80106	6.9236	7.82335
ENSGALG00000005663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011608	3.2569	2.83516	2.39237	3.62907	4.36839	3.04007	4.34223	4.37097	3.88518	2.73419	2.85805	3.03153	3.58852	3.96738	4.1888	3.72171	4.45105	4.40159	4.90679	4.6016	4.80203
ENSGALG00000026905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011327	9.58605	9.22197	9.0913	8.75616	8.73794	9.38845	10.3942	9.09753	8.83532	8.03636	8.91024	9.11502	8.91993	7.02492	9.16291	7.86611	7.01994	8.12735	9.38489	9.14796	8.69882
ENSGALG00000020745	0.799973	0.171588	0.385498	0.301362	0	0.155014	0.143632	0.395762	0.169209	0.483966	0.0352372	0.258006	0.0545865	0.371564	0.126522	0.89462	0.466165	0.331933	0.0800304	0.457241	0.521936
ENSGALG00000008746	31.2673	27.7515	23.3467	14.8049	14.5315	15.6846	19.2719	11.7469	14.0647	31.7057	36.7822	21.2417	31.3798	13.523	19.7667	22.608	21.2871	17.1091	18.3272	19.9484	26.742
ENSGALG00000027414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011262	0.017318	0	0	0	0	0	0	0	0	0	0.00907299	0	0	0	0	0	0	0	0	0	0
ENSGALG00000019859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004259	73.4743	73.9264	75.5337	62.5757	61.3248	61.6315	63.5518	61.5257	62.9543	75.3505	81.481	74.0331	72.7992	72.5301	68.5181	67.392	60.0717	70.6011	66.4909	61.2111	59.561
ENSGALG00000026940	24.3625	22.4466	23.0355	27.8576	30.8953	25.549	30.4719	29.3063	30.5443	19.1908	22.3816	26.2757	24.84	27.0561	23.2884	26.2554	25.6227	23.345	22.622	22.2614	20.9516
ENSGALG00000005013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027262	23.0596	21.9784	24.3348	24.0122	22.057	24.1976	21.41	20.8121	22.4096	23.2675	24.3708	20.9809	21.9997	23.2335	22.8923	22.8449	19.8842	22.9619	21.0985	19.7209	20.7269
ENSGALG00000006314	12.9734	8.02703	16.0353	18.7209	12.3926	20.3465	8.75038	8.44011	8.51942	10.4136	15.5131	10.6881	10.5713	14.951	10.7393	13.1772	12.8908	10.468	6.96341	5.72777	10.8992
ENSGALG00000027213	0.886076	0.673909	0.584555	0.550608	0.0409083	0.480995	0.626878	0.132318	0.154092	0.498811	0.264646	0.407415	0.509114	0.385122	0.176148	0.314561	0.193754	0.0339986	0.157129	0.181278	0.060268
ENSGALG00000019147	0	0	0.0196071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011025	6.96675	7.38145	7.10808	8.08829	7.9902	7.50261	7.46671	8.33577	8.54078	8.07087	7.44219	7.17809	8.63345	8.84971	7.96628	6.95516	8.06269	8.64609	8.07602	7.372	9.34119
ENSGALG00000021491	6.351	6.91627	6.00997	4.52942	5.67993	4.99642	6.0405	6.06933	6.01652	7.15696	5.25876	6.5273	5.58213	5.56071	6.09425	6.4122	5.88951	5.96026	7.48444	4.9416	5.74087
ENSGALG00000007238	1.05853	1.04498	0.968063	1.1124	1.41649	1.49066	1.88021	1.8328	3.33084	1.04876	1.31346	0.851619	0.929253	1.77264	1.40019	1.12432	1.58932	1.83102	2.00923	1.69736	1.77469
